Number of mutations	Number of positions with this many mutations	Number of CP 1 positions with this many mutations	Number of CP 2 positions with this many mutations	Number of CP 3 positions with this many mutations	Number of non-coding positions with this many mutations	Number of uni-mutational positions with this many mutations	Fraction of positions which are uni-mutational	Average uni-mutational fraction of positions with this many mutations
79	157	26	25	95	11	109	0.6942675159235668	0.9889542852535671
80	155	26	16	89	24	118	0.7612903225806451	0.9932258064516128
81	168	25	18	99	26	117	0.6964285714285714	0.9852292768959432
82	141	29	16	76	20	88	0.624113475177305	0.9896211728074725
83	123	21	15	66	21	74	0.6016260162601627	0.9829562151043196
84	111	19	7	73	12	76	0.6846846846846847	0.9894894894894896
85	95	20	12	56	7	66	0.6947368421052632	0.9874922600619194
86	80	8	8	56	8	54	0.675	0.9885174418604656
87	104	17	9	64	14	77	0.7403846153846154	0.9950265251989395
88	75	15	9	46	5	44	0.5866666666666667	0.9901515151515156
89	58	7	11	37	3	43	0.7413793103448276	0.9910887253002714
90	78	12	9	49	8	53	0.6794871794871795	0.9952991452991452
91	58	12	2	31	13	45	0.7758620689655172	0.9971580143993939
92	78	7	9	50	12	57	0.7307692307692307	0.9965161649944261
93	89	17	8	52	12	64	0.7191011235955056	0.9927509967379484
94	108	19	13	56	20	80	0.7407407407407407	0.9932033096926709
95	109	13	5	70	21	70	0.6422018348623854	0.9870593915982608
96	109	17	9	69	14	65	0.5963302752293578	0.9817469418960244
97	83	15	9	53	6	47	0.5662650602409639	0.9896907216494841
98	111	23	3	69	16	71	0.6396396396396397	0.9883250597536316
99	85	15	16	43	11	56	0.6588235294117647	0.9951277480689245
100	98	18	13	53	14	66	0.673469387755102	0.9954081632653057
101	109	19	8	67	15	77	0.7064220183486238	0.9903715142156412
102	96	18	7	61	10	73	0.7604166666666666	0.9971405228758164
103	100	8	9	70	13	72	0.72	0.9885436893203885
104	83	15	10	49	9	52	0.6265060240963856	0.9865616311399441
105	116	25	13	64	14	84	0.7241379310344828	0.990147783251231
106	94	17	6	53	18	60	0.6382978723404256	0.9956844640706538
107	93	12	10	53	18	67	0.7204301075268817	0.9915586373228816
108	111	14	20	66	11	75	0.6756756756756757	0.9944110777444116
109	110	21	12	70	7	74	0.6727272727272727	0.9884904086738951
110	98	20	7	61	10	67	0.6836734693877551	0.9824675324675325
111	86	17	12	55	2	48	0.5581395348837209	0.9923528179342141
112	79	10	9	55	5	52	0.6582278481012658	0.9868896925858952
113	75	9	14	43	9	58	0.7733333333333333	0.9919764011799409
114	53	8	6	33	6	34	0.6415094339622641	0.9942072161535915
115	66	8	10	44	4	42	0.6363636363636364	0.9922266139657444
116	81	12	11	47	11	60	0.7407407407407407	0.9925500212856534
117	112	31	9	65	7	79	0.7053571428571429	0.9850427350427345
118	80	21	8	45	6	52	0.65	0.9938559322033903
119	63	5	10	41	7	44	0.6984126984126984	0.995998399359744
120	57	10	7	32	8	40	0.7017543859649122	0.9972222222222223
121	61	10	2	41	8	42	0.6885245901639344	0.9962064760872507
122	79	15	8	45	11	55	0.6962025316455697	0.9954347374974055
123	87	9	10	57	11	66	0.7586206896551724	0.9933651060648534
124	93	15	16	49	13	63	0.6774193548387096	0.9926292056885184
125	108	16	10	73	9	68	0.6296296296296297	0.9880000000000005
126	125	25	24	73	3	78	0.624	0.9868571428571432
127	109	20	14	70	5	77	0.7064220183486238	0.9867080835079105
128	80	13	15	46	6	48	0.6	0.99091796875
129	73	10	3	56	4	47	0.6438356164383562	0.9839651693745359
130	58	11	7	35	5	38	0.6551724137931034	0.9879310344827583
131	65	11	6	39	9	40	0.6153846153846154	0.9904873752201997
132	51	14	5	28	4	34	0.6666666666666666	0.9879679144385026
133	67	7	9	46	5	45	0.6716417910447762	0.9956233868252722
134	72	7	8	48	9	45	0.625	0.9962686567164177
135	68	14	6	41	7	51	0.75	0.9977124183006536
136	82	12	5	61	4	52	0.6341463414634146	0.9868185078909616
137	68	6	6	44	12	40	0.5882352941176471	0.9832546157148995
138	69	15	3	41	10	43	0.6231884057971014	0.9749002310438986
139	112	15	9	74	14	74	0.6607142857142857	0.9915853031860227
140	77	10	5	57	5	53	0.6883116883116883	0.9920222634508349
141	80	8	10	55	7	47	0.5875	0.9958333333333333
142	59	8	6	38	7	43	0.7288135593220338	0.9934351873955597
143	69	11	4	47	7	49	0.7101449275362319	0.983480287828114
144	46	6	2	37	1	31	0.6739130434782609	0.9870169082125606
145	44	5	4	33	2	34	0.7727272727272727	0.9788401253918493
146	41	4	5	29	3	30	0.7317073170731707	0.9859672569328434
147	51	9	4	34	4	27	0.5294117647058824	0.9865279445111383
148	44	2	6	31	5	22	0.5	0.9740479115479115
149	44	7	5	28	4	28	0.6363636363636364	0.9714765100671138
150	24	3	2	18	1	16	0.6666666666666666	0.9963888888888889
151	33	3	2	26	2	21	0.6363636363636364	0.9971904475215734
152	27	7	1	18	1	14	0.5185185185185185	0.996101364522417
153	28	5	4	18	1	14	0.5	0.9710550887021475
154	34	7	4	22	1	25	0.7352941176470589	0.983766233766234
155	22	2	2	16	2	14	0.6363636363636364	0.9950146627565982
156	25	4	5	15	1	12	0.48	0.9943589743589745
157	22	4	2	15	1	19	0.8636363636363636	0.9982628836132021
158	18	2	2	14	0	12	0.6666666666666666	0.9971870604781999
159	16	4	3	9	0	11	0.6875	0.9964622641509434
160	8	3	1	4	0	5	0.625	0.97109375
161	3	1	0	2	0	2	0.6666666666666666	0.9979296066252589
162	4	0	1	3	0	3	0.75	0.9969135802469136
163	2	0	0	1	1	0	0.0	0.9601226993865031
164	1	0	0	1	0	1	1.0	1.0
165	4	0	0	4	0	4	1.0	1.0
166	6	0	1	4	1	3	0.5	0.967871485943775
167	0	0	0	0	0	0	N/A	N/A
168	0	0	0	0	0	0	N/A	N/A
169	3	2	0	0	1	2	0.6666666666666666	0.9980276134122287
170	2	1	0	1	0	2	1.0	1.0
171	3	1	0	2	0	2	0.6666666666666666	0.9922027290448344
172	0	0	0	0	0	0	N/A	N/A
173	1	0	0	1	0	0	0.0	0.9942196531791907
174	3	1	1	0	1	2	0.6666666666666666	0.9980842911877396
175	0	0	0	0	0	0	N/A	N/A
176	1	0	0	1	0	0	0.0	0.9829545454545454
177	0	0	0	0	0	0	N/A	N/A
178	0	0	0	0	0	0	N/A	N/A
179	0	0	0	0	0	0	N/A	N/A
180	0	0	0	0	0	0	N/A	N/A
181	0	0	0	0	0	0	N/A	N/A
182	0	0	0	0	0	0	N/A	N/A
183	0	0	0	0	0	0	N/A	N/A
184	0	0	0	0	0	0	N/A	N/A
185	0	0	0	0	0	0	N/A	N/A
186	0	0	0	0	0	0	N/A	N/A
187	0	0	0	0	0	0	N/A	N/A
188	1	0	1	0	0	1	1.0	1.0
189	0	0	0	0	0	0	N/A	N/A
190	0	0	0	0	0	0	N/A	N/A
191	0	0	0	0	0	0	N/A	N/A
192	0	0	0	0	0	0	N/A	N/A
193	0	0	0	0	0	0	N/A	N/A
194	1	1	0	0	0	0	0.0	0.9948453608247423
195	1	0	0	1	0	0	0.0	0.9897435897435898
196	0	0	0	0	0	0	N/A	N/A
197	0	0	0	0	0	0	N/A	N/A
198	0	0	0	0	0	0	N/A	N/A
199	0	0	0	0	0	0	N/A	N/A
200	0	0	0	0	0	0	N/A	N/A
201	0	0	0	0	0	0	N/A	N/A
202	0	0	0	0	0	0	N/A	N/A
203	0	0	0	0	0	0	N/A	N/A
204	0	0	0	0	0	0	N/A	N/A
205	0	0	0	0	0	0	N/A	N/A
206	0	0	0	0	0	0	N/A	N/A
207	0	0	0	0	0	0	N/A	N/A
208	1	0	1	0	0	1	1.0	1.0
209	0	0	0	0	0	0	N/A	N/A
210	0	0	0	0	0	0	N/A	N/A
211	0	0	0	0	0	0	N/A	N/A
212	0	0	0	0	0	0	N/A	N/A
213	0	0	0	0	0	0	N/A	N/A
214	1	1	0	0	0	1	1.0	1.0
215	0	0	0	0	0	0	N/A	N/A
216	0	0	0	0	0	0	N/A	N/A
217	0	0	0	0	0	0	N/A	N/A
218	0	0	0	0	0	0	N/A	N/A
219	0	0	0	0	0	0	N/A	N/A
220	0	0	0	0	0	0	N/A	N/A
221	0	0	0	0	0	0	N/A	N/A
222	0	0	0	0	0	0	N/A	N/A
223	0	0	0	0	0	0	N/A	N/A
224	0	0	0	0	0	0	N/A	N/A
225	0	0	0	0	0	0	N/A	N/A
226	0	0	0	0	0	0	N/A	N/A
227	0	0	0	0	0	0	N/A	N/A
228	0	0	0	0	0	0	N/A	N/A
229	0	0	0	0	0	0	N/A	N/A
230	0	0	0	0	0	0	N/A	N/A
231	0	0	0	0	0	0	N/A	N/A
232	0	0	0	0	0	0	N/A	N/A
233	0	0	0	0	0	0	N/A	N/A
234	0	0	0	0	0	0	N/A	N/A
235	0	0	0	0	0	0	N/A	N/A
236	0	0	0	0	0	0	N/A	N/A
237	0	0	0	0	0	0	N/A	N/A
238	0	0	0	0	0	0	N/A	N/A
239	0	0	0	0	0	0	N/A	N/A
240	0	0	0	0	0	0	N/A	N/A
241	0	0	0	0	0	0	N/A	N/A
242	0	0	0	0	0	0	N/A	N/A
243	0	0	0	0	0	0	N/A	N/A
244	0	0	0	0	0	0	N/A	N/A
245	0	0	0	0	0	0	N/A	N/A
246	0	0	0	0	0	0	N/A	N/A
247	0	0	0	0	0	0	N/A	N/A
248	0	0	0	0	0	0	N/A	N/A
249	0	0	0	0	0	0	N/A	N/A
250	0	0	0	0	0	0	N/A	N/A
251	0	0	0	0	0	0	N/A	N/A
252	0	0	0	0	0	0	N/A	N/A
253	0	0	0	0	0	0	N/A	N/A
254	0	0	0	0	0	0	N/A	N/A
255	0	0	0	0	0	0	N/A	N/A
256	0	0	0	0	0	0	N/A	N/A
257	0	0	0	0	0	0	N/A	N/A
258	0	0	0	0	0	0	N/A	N/A
259	0	0	0	0	0	0	N/A	N/A
260	0	0	0	0	0	0	N/A	N/A
261	0	0	0	0	0	0	N/A	N/A
262	0	0	0	0	0	0	N/A	N/A
263	0	0	0	0	0	0	N/A	N/A
264	0	0	0	0	0	0	N/A	N/A
265	0	0	0	0	0	0	N/A	N/A
266	0	0	0	0	0	0	N/A	N/A
267	0	0	0	0	0	0	N/A	N/A
268	0	0	0	0	0	0	N/A	N/A
269	0	0	0	0	0	0	N/A	N/A
270	0	0	0	0	0	0	N/A	N/A
271	0	0	0	0	0	0	N/A	N/A
272	0	0	0	0	0	0	N/A	N/A
273	0	0	0	0	0	0	N/A	N/A
274	0	0	0	0	0	0	N/A	N/A
275	0	0	0	0	0	0	N/A	N/A
276	0	0	0	0	0	0	N/A	N/A
277	0	0	0	0	0	0	N/A	N/A
278	0	0	0	0	0	0	N/A	N/A
279	0	0	0	0	0	0	N/A	N/A
280	0	0	0	0	0	0	N/A	N/A
281	0	0	0	0	0	0	N/A	N/A
282	0	0	0	0	0	0	N/A	N/A
283	0	0	0	0	0	0	N/A	N/A
284	0	0	0	0	0	0	N/A	N/A
285	0	0	0	0	0	0	N/A	N/A
286	0	0	0	0	0	0	N/A	N/A
287	0	0	0	0	0	0	N/A	N/A
288	0	0	0	0	0	0	N/A	N/A
289	0	0	0	0	0	0	N/A	N/A
290	0	0	0	0	0	0	N/A	N/A
291	0	0	0	0	0	0	N/A	N/A
292	0	0	0	0	0	0	N/A	N/A
293	0	0	0	0	0	0	N/A	N/A
294	0	0	0	0	0	0	N/A	N/A
295	0	0	0	0	0	0	N/A	N/A
296	0	0	0	0	0	0	N/A	N/A
297	0	0	0	0	0	0	N/A	N/A
298	0	0	0	0	0	0	N/A	N/A
299	0	0	0	0	0	0	N/A	N/A
300	0	0	0	0	0	0	N/A	N/A
301	0	0	0	0	0	0	N/A	N/A
302	0	0	0	0	0	0	N/A	N/A
303	0	0	0	0	0	0	N/A	N/A
304	0	0	0	0	0	0	N/A	N/A
305	0	0	0	0	0	0	N/A	N/A
306	0	0	0	0	0	0	N/A	N/A
307	0	0	0	0	0	0	N/A	N/A
308	0	0	0	0	0	0	N/A	N/A
309	0	0	0	0	0	0	N/A	N/A
310	0	0	0	0	0	0	N/A	N/A
311	0	0	0	0	0	0	N/A	N/A
312	0	0	0	0	0	0	N/A	N/A
313	0	0	0	0	0	0	N/A	N/A
314	0	0	0	0	0	0	N/A	N/A
315	0	0	0	0	0	0	N/A	N/A
316	0	0	0	0	0	0	N/A	N/A
317	0	0	0	0	0	0	N/A	N/A
318	0	0	0	0	0	0	N/A	N/A
319	0	0	0	0	0	0	N/A	N/A
320	0	0	0	0	0	0	N/A	N/A
321	0	0	0	0	0	0	N/A	N/A
322	0	0	0	0	0	0	N/A	N/A
323	0	0	0	0	0	0	N/A	N/A
324	0	0	0	0	0	0	N/A	N/A
325	0	0	0	0	0	0	N/A	N/A
326	0	0	0	0	0	0	N/A	N/A
327	0	0	0	0	0	0	N/A	N/A
328	0	0	0	0	0	0	N/A	N/A
329	0	0	0	0	0	0	N/A	N/A
330	0	0	0	0	0	0	N/A	N/A
331	0	0	0	0	0	0	N/A	N/A
332	0	0	0	0	0	0	N/A	N/A
333	0	0	0	0	0	0	N/A	N/A
334	0	0	0	0	0	0	N/A	N/A
335	0	0	0	0	0	0	N/A	N/A
336	0	0	0	0	0	0	N/A	N/A
337	0	0	0	0	0	0	N/A	N/A
338	0	0	0	0	0	0	N/A	N/A
339	0	0	0	0	0	0	N/A	N/A
340	0	0	0	0	0	0	N/A	N/A
341	0	0	0	0	0	0	N/A	N/A
342	0	0	0	0	0	0	N/A	N/A
343	0	0	0	0	0	0	N/A	N/A
344	0	0	0	0	0	0	N/A	N/A
345	0	0	0	0	0	0	N/A	N/A
346	0	0	0	0	0	0	N/A	N/A
347	0	0	0	0	0	0	N/A	N/A
348	0	0	0	0	0	0	N/A	N/A
349	0	0	0	0	0	0	N/A	N/A
350	0	0	0	0	0	0	N/A	N/A
351	0	0	0	0	0	0	N/A	N/A
352	0	0	0	0	0	0	N/A	N/A
353	0	0	0	0	0	0	N/A	N/A
354	0	0	0	0	0	0	N/A	N/A
355	0	0	0	0	0	0	N/A	N/A
356	0	0	0	0	0	0	N/A	N/A
357	0	0	0	0	0	0	N/A	N/A
358	0	0	0	0	0	0	N/A	N/A
359	0	0	0	0	0	0	N/A	N/A
360	0	0	0	0	0	0	N/A	N/A
361	0	0	0	0	0	0	N/A	N/A
362	0	0	0	0	0	0	N/A	N/A
363	0	0	0	0	0	0	N/A	N/A
364	0	0	0	0	0	0	N/A	N/A
365	0	0	0	0	0	0	N/A	N/A
366	0	0	0	0	0	0	N/A	N/A
367	0	0	0	0	0	0	N/A	N/A
368	0	0	0	0	0	0	N/A	N/A
369	0	0	0	0	0	0	N/A	N/A
370	0	0	0	0	0	0	N/A	N/A
371	0	0	0	0	0	0	N/A	N/A
372	0	0	0	0	0	0	N/A	N/A
373	0	0	0	0	0	0	N/A	N/A
374	0	0	0	0	0	0	N/A	N/A
375	0	0	0	0	0	0	N/A	N/A
376	0	0	0	0	0	0	N/A	N/A
377	0	0	0	0	0	0	N/A	N/A
378	0	0	0	0	0	0	N/A	N/A
379	0	0	0	0	0	0	N/A	N/A
380	0	0	0	0	0	0	N/A	N/A
381	0	0	0	0	0	0	N/A	N/A
382	0	0	0	0	0	0	N/A	N/A
383	0	0	0	0	0	0	N/A	N/A
384	0	0	0	0	0	0	N/A	N/A
385	0	0	0	0	0	0	N/A	N/A
386	0	0	0	0	0	0	N/A	N/A
387	0	0	0	0	0	0	N/A	N/A
388	0	0	0	0	0	0	N/A	N/A
389	0	0	0	0	0	0	N/A	N/A
390	0	0	0	0	0	0	N/A	N/A
391	0	0	0	0	0	0	N/A	N/A
392	0	0	0	0	0	0	N/A	N/A
393	0	0	0	0	0	0	N/A	N/A
394	0	0	0	0	0	0	N/A	N/A
395	0	0	0	0	0	0	N/A	N/A
396	0	0	0	0	0	0	N/A	N/A
397	0	0	0	0	0	0	N/A	N/A
398	0	0	0	0	0	0	N/A	N/A
399	0	0	0	0	0	0	N/A	N/A
400	0	0	0	0	0	0	N/A	N/A
401	0	0	0	0	0	0	N/A	N/A
402	0	0	0	0	0	0	N/A	N/A
403	0	0	0	0	0	0	N/A	N/A
404	0	0	0	0	0	0	N/A	N/A
405	0	0	0	0	0	0	N/A	N/A
406	0	0	0	0	0	0	N/A	N/A
407	0	0	0	0	0	0	N/A	N/A
408	0	0	0	0	0	0	N/A	N/A
409	0	0	0	0	0	0	N/A	N/A
410	0	0	0	0	0	0	N/A	N/A
411	0	0	0	0	0	0	N/A	N/A
412	0	0	0	0	0	0	N/A	N/A
413	0	0	0	0	0	0	N/A	N/A
414	0	0	0	0	0	0	N/A	N/A
415	0	0	0	0	0	0	N/A	N/A
416	0	0	0	0	0	0	N/A	N/A
417	0	0	0	0	0	0	N/A	N/A
418	0	0	0	0	0	0	N/A	N/A
419	0	0	0	0	0	0	N/A	N/A
420	0	0	0	0	0	0	N/A	N/A
421	0	0	0	0	0	0	N/A	N/A
422	0	0	0	0	0	0	N/A	N/A
423	0	0	0	0	0	0	N/A	N/A
424	0	0	0	0	0	0	N/A	N/A
425	0	0	0	0	0	0	N/A	N/A
426	0	0	0	0	0	0	N/A	N/A
427	0	0	0	0	0	0	N/A	N/A
428	0	0	0	0	0	0	N/A	N/A
429	0	0	0	0	0	0	N/A	N/A
430	0	0	0	0	0	0	N/A	N/A
431	0	0	0	0	0	0	N/A	N/A
432	0	0	0	0	0	0	N/A	N/A
433	0	0	0	0	0	0	N/A	N/A
434	0	0	0	0	0	0	N/A	N/A
435	0	0	0	0	0	0	N/A	N/A
436	0	0	0	0	0	0	N/A	N/A
437	0	0	0	0	0	0	N/A	N/A
438	0	0	0	0	0	0	N/A	N/A
439	0	0	0	0	0	0	N/A	N/A
440	0	0	0	0	0	0	N/A	N/A
441	0	0	0	0	0	0	N/A	N/A
442	0	0	0	0	0	0	N/A	N/A
443	0	0	0	0	0	0	N/A	N/A
444	0	0	0	0	0	0	N/A	N/A
445	0	0	0	0	0	0	N/A	N/A
446	0	0	0	0	0	0	N/A	N/A
447	0	0	0	0	0	0	N/A	N/A
448	0	0	0	0	0	0	N/A	N/A
449	0	0	0	0	0	0	N/A	N/A
450	0	0	0	0	0	0	N/A	N/A
451	0	0	0	0	0	0	N/A	N/A
452	0	0	0	0	0	0	N/A	N/A
453	0	0	0	0	0	0	N/A	N/A
454	0	0	0	0	0	0	N/A	N/A
455	1	0	0	0	1	0	0.0	0.9978021978021978
